,title,author,best,image,score
940,By George - Hilarious Tales from England's Most Fanatical Football Supporters,David Stanfield,0,By George - Hilarious Tales from England's Most Fanatical Football Supporters.jpg,6.975336077630345e-07
941,How Do You Know?,Russell Hardin,0,How Do You Know?.jpg,0.0018703787354752421
942,What is Scientology?,Jeannette Nedoma,0,What is Scientology?.jpg,0.0030658901669085026
943,Rock and Roll Will Save Your Life,Steve Almond,0,Rock and Roll Will Save Your Life.jpg,7.320008990063798e-07
944,Fanatics,William Bell,0,Fanatics.jpg,0.006699539255350828
945,American Fanatics,Dorothy Barresi,0,American Fanatics.jpg,3.0465656891465187e-05
946,Word Fanatics,Brandon Barnette,0,Word Fanatics.jpg,1.7879341612569988e-05
947,Deterring Rational Fanatics,Alex S. Wilner,0,Deterring Rational Fanatics.jpg,6.549176478909402e-11
948,Fanatics and Fire-eaters,Lorman A. Ratner,0,Fanatics and Fire-eaters.jpg,0.0001545577688375488
949,World Famous Cults and Fanatics,Colin Wilson,0,World Famous Cults and Fanatics.jpg,0.09243202209472656
950,"Revisiting ""rabbit""",Gina Marie Calderone,0,"Revisiting ""rabbit"".jpg",0.06775733083486557
951,The Fanatical Gardener,Gail Crane,0,The Fanatical Gardener.jpg,0.004699762910604477
952,Fanatical Atrocities in the Courts of Canada,Michael Schemmann,0,Fanatical Atrocities in the Courts of Canada.jpg,2.341272846706488e-07
953,"The No, I'm Not a Fanatical Ghillie Suit Wearing, Kill a Moose with My Bare Hands Prepper, Book of Realistic Sustainability, Self Sufficiency and Survival",Robin A. Mccoy,0,"The No, I'm Not a Fanatical Ghillie Suit Wearing, Kill a Moose with My Bare Hands Prepper, Book of Realistic Sustainability, Self Sufficiency and Survival.jpg",0.001468011410906911
954,Loving the Outlaws,Jacqueline Susann,0,Loving the Outlaws.jpg,5.090363629278727e-06
955,Intelligent Fanatics,Sean Iddings,0,Intelligent Fanatics.jpg,3.859824786178745e-12
956,Monster Loyalty,Jackie Huba,0,Monster Loyalty.jpg,2.2161273591336794e-05
957,Service Fanatics: How to Build Superior Patient Experience the Cleveland Clinic Way,James Merlino,0,Service Fanatics: How to Build Superior Patient Experience the Cleveland Clinic Way.jpg,0.640042781829834
958,The Doodlebug War,Andrew Updegrove,0,The Doodlebug War.jpg,3.527982572748556e-09
959,Intelligent Fanatics Project,Sean Iddings,0,Intelligent Fanatics Project.jpg,0.39302149415016174
960,The Ghost in General Patton's Third Army,Eugene G. Schulz,0,The Ghost in General Patton's Third Army.jpg,0.002660063561052084
961,The Merchant Emperor,Elizabeth Haydon,0,The Merchant Emperor.jpg,1.1764997225327534e-06
962,Facts and Values,M.C. Doeser,0,Facts and Values.jpg,0.0009355836664326489
963,Nietzsche as Affirmative Thinker,Y. Yovel,0,Nietzsche as Affirmative Thinker.jpg,0.00016341918671969324
964,The Wiley Blackwell Handbook of Operant and Classical Conditioning,Frances K. McSweeney,0,The Wiley Blackwell Handbook of Operant and Classical Conditioning.jpg,0.0002661429753061384
965,Impartial Justice,Eric T. Kasper,0,Impartial Justice.jpg,1.553389523678561e-07
966,An Impartial Examination of the Case of Captain Isaac Phillips,Isaac Phillips,0,An Impartial Examination of the Case of Captain Isaac Phillips.jpg,1.002616386358568e-06
967,An Impartial and Correct History,Thomas O'Connor,0,An Impartial and Correct History.jpg,4.290394315376034e-07
968,"The Public Papers of Governor Keen Johnson, 1939-1943",Keen Johnson,0,"The Public Papers of Governor Keen Johnson, 1939-1943.jpg",0.07627953588962555
969,Alan Keen and Ann Keen,Great Britain: Parliament: House of Commons: Committee on Standards and Privileges,0,Alan Keen and Ann Keen.jpg,8.275620757558499e-07
970,"Mr. Keen, Tracer of Lost Persons",Jim Cox,0,"Mr. Keen, Tracer of Lost Persons.jpg",9.344095275309883e-08
971,Scooby-Doo! Screechy Keen,Terrance Griep,0,Scooby-Doo! Screechy Keen.jpg,3.723477902894956e-06
972,A Keen Soldier,Andrew Clark,0,A Keen Soldier.jpg,1.8084689372699359e-06
973,It's Keen to Be Green,Mary Bains-Fort,0,It's Keen to Be Green.jpg,0.00018611623090691864
974,Keen Teens,Hannah Bos,0,Keen Teens.jpg,0.00022380672453437
975,Keen as Mustard,Graham May,0,Keen as Mustard.jpg,3.4090484405169263e-05
976,Tales of Averon - the Dark Army,A. M. Keen,0,Tales of Averon - the Dark Army.jpg,2.879684338208399e-14
977,from Wah Lee to Chew Keen,Liping Wong Yip,0,from Wah Lee to Chew Keen.jpg,0.28654929995536804
978,Soul Shift,Mark Ireland,0,Soul Shift.jpg,4.416446608956903e-05
979,The Hundred Years War,David Green,0,The Hundred Years War.jpg,0.9998059868812561
980,Child Abuse and Neglect,Monica L. McCoy,0,Child Abuse and Neglect.jpg,0.04069333150982857
981,A History of Latin America,Benjamin Keen,0,A History of Latin America.jpg,0.00020484098058659583
982,Future Reserves 2020,Great Britain: Ministry of Defence,0,Future Reserves 2020.jpg,0.004656965844333172
983,Teddy's Piece,Kate Larken,0,Teddy's Piece.jpg,0.0003301568503957242
984,Lake Wales,Jan Privett,0,Lake Wales.jpg,3.32483013343321e-10
985,The Midnight Inferno,A. M. Keen,0,The Midnight Inferno.jpg,1.5720311163924805e-10
986,Summary: The E-process Edge,BusinessNews Publishing,0,Summary: The E-process Edge.jpg,0.0001647402677917853
987,The Internet Is Not the Answer,Andrew Keen,0,The Internet Is Not the Answer.jpg,0.0006012297817505896
988,An Introduction to Marine Geology,M. J. Keen,0,An Introduction to Marine Geology.jpg,0.00013511921861208975
989,The Outlaws of Medieval Legend,Maurice Keen,0,The Outlaws of Medieval Legend.jpg,0.0037758240941911936
990,Epistemologies of African Conflicts,Z. Wai,0,Epistemologies of African Conflicts.jpg,0.0834215059876442
991,The Nordic Seas,Burton G. Hurdle,0,The Nordic Seas.jpg,6.255892692763609e-09
992,"Literature, Commerce, and the Spectacle of Modernity, 1750-1800",Paul Keen,0,"Literature, Commerce, and the Spectacle of Modernity, 1750-1800.jpg",0.0017843880923464894
993,World's Ugliest Dogs,Vicki Dearmon,0,World's Ugliest Dogs.jpg,1.0713690244301688e-05
994,Todd The Ugliest Kid On Earth Vol.2,Ken Kristensen,0,Todd The Ugliest Kid On Earth Vol.2.jpg,5.7403941156053406e-08
995,"Todd, The Ugliest Kid On Earth #8",Ken Kristensen,0,"Todd, The Ugliest Kid On Earth #8.jpg",0.022667333483695984
996,Tilly: The Ugliest Cat,Celia Haddon,0,Tilly: The Ugliest Cat.jpg,0.003243834711611271
997,"Todd, The Ugliest Kid on Earth #7",Ken Kristensen,0,"Todd, The Ugliest Kid on Earth #7.jpg",3.441956550886971e-07
998,"Todd, The Ugliest Kid on Earth #6",Ken Kristensen,0,"Todd, The Ugliest Kid on Earth #6.jpg",3.600350464694202e-05
999,"Todd, The Ugliest Kid on Earth #2",Ken Kristensen,0,"Todd, The Ugliest Kid on Earth #2.jpg",0.14007602632045746
1000,"Todd, The Ugliest Kid on Earth #1",Ken Kristensen,0,"Todd, The Ugliest Kid on Earth #1.jpg",0.00033834436908364296
1001,"Todd, The Ugliest Kid on Earth #5",Ken Kristensen,0,"Todd, The Ugliest Kid on Earth #5.jpg",2.662402494024718e-07
1002,"Todd, The Ugliest Kid on Earth #4",Ken Kristensen,0,"Todd, The Ugliest Kid on Earth #4.jpg",6.966830551391467e-05
1003,Todd The Ugliest Kid on Earth Vol. 1,Ken Kristensen,0,Todd The Ugliest Kid on Earth Vol. 1.jpg,0.00011740555783035234
1004,The Ugliest Dog in the World,Bruce Whatley,0,The Ugliest Dog in the World.jpg,0.00013566402776632458
1005,Spike,Debra Frasier,0,Spike.jpg,0.00017518024833407253
1006,Uglies: Cutters (Graphic Novel),Scott Westerfeld,0,Uglies: Cutters (Graphic Novel).jpg,0.03321244195103645
1007,"Dance Hall Sound System. . the Good, the Bad and the Ugliest",Lou Gooden,0,"Dance Hall Sound System. . the Good, the Bad and the Ugliest.jpg",7.004306468161303e-08
1008,Dance-Hall Sound Systems - Vol 1,Lou Gooden,0,Dance-Hall Sound Systems - Vol 1.jpg,1.9130886357743293e-05
1009,Thus Spake Zarathustra,Friedrich Nietzsche,0,Thus Spake Zarathustra.jpg,8.941298119680141e-07
1010,All the Way,Robert Schenkkan,0,All the Way.jpg,5.721036814065883e-06
1011,The List,Siobhan Vivian,0,The List.jpg,1.4971939890529029e-05
1012,Herodotean Inquiries,S. Benardete,0,Herodotean Inquiries.jpg,0.004557385109364986
1013,"Spectrum Spelling, Grade 4",Spectrum,0,"Spectrum Spelling, Grade 4.jpg",5.0561855459818617e-05
1014,The Ugliest Pumpkin,Francis W. Murray,0,The Ugliest Pumpkin.jpg,0.00012654997408390045
1015,Restoring the Shamed,Robin Stockitt,0,Restoring the Shamed.jpg,0.008137118071317673
1016,Physical Education,Dominic Haydn-Davies,0,Physical Education.jpg,0.006856587715446949
1017,Interdisciplinary Elementary Physical Education,Theresa Purcell Cone,0,Interdisciplinary Elementary Physical Education.jpg,0.00048624034388922155
1018,Research Methods in Physical Activity,Jerry R. Thomas,0,Research Methods in Physical Activity.jpg,9.470548789636268e-10
1019,Bates' Guide to Physical Examination and History Taking,Lynn S. Bickley,0,Bates' Guide to Physical Examination and History Taking.jpg,5.655957693306846e-07
1020,Physical Assessment for Nurses,Carol Cox,0,Physical Assessment for Nurses.jpg,1.8813315136867459e-06
1021,Physical Geography,James F. Petersen,0,Physical Geography.jpg,0.001187660382129252
1022,Physical Activity and Health Promotion,Lindsey Dugdill,0,Physical Activity and Health Promotion.jpg,0.0005414466722868383
1023,"Physical Change and Aging, Sixth Edition","Sue V. Saxon, PhD",0,"Physical Change and Aging, Sixth Edition.jpg",3.3127142695654754e-10
1024,Adapted Physical Education and Sport,Joseph P. Winnick,0,Adapted Physical Education and Sport.jpg,1.8472470384592126e-16
1025,Physical Kinetics,L. P. Pitaevskii,0,Physical Kinetics.jpg,1.6372334357583895e-05
1026,"Cytokines, Growth Mediators, and Physical Activity in Children During Puberty",Jaak Jürimäe,0,"Cytokines, Growth Mediators, and Physical Activity in Children During Puberty.jpg",0.0001002525314106606
1027,Schoolwide Physical Activity,Judith Rink,0,Schoolwide Physical Activity.jpg,3.1425220186065417e-06
1028,Orthopedic Physical Assessment,"David J. Magee, BPT, PhD, CM",0,Orthopedic Physical Assessment.jpg,1.0708215086197015e-05
1029,Physical Examination of the Heart and Circulation,Joseph K. Perloff,0,Physical Examination of the Heart and Circulation.jpg,2.0491052410420707e-08
1030,Standards-Based Physical Education Curriculum Development,Jacalyn Lund,0,Standards-Based Physical Education Curriculum Development.jpg,7.621003169333562e-05
1031,Contemporary Issues in Physical Education,Ken Hardman,0,Contemporary Issues in Physical Education.jpg,7.800332468832494e-08
1032,Defeated Masculinity,Raya Morag,0,Defeated Masculinity.jpg,0.0018840787233784795
1033,Superpowers Defeated,Douglas A. Borer,0,Superpowers Defeated.jpg,4.928362500322692e-07
1034,Royalty Defeated by Love,Barbara Cartland,0,Royalty Defeated by Love.jpg,0.0011999859707430005
1035,The Slaves Who Defeated Napoleon,Philippe R. Girard,0,The Slaves Who Defeated Napoleon.jpg,8.761571370996535e-05
1036,How the Jews Defeated Hitler,Benjamin Ginsberg,0,How the Jews Defeated Hitler.jpg,0.0001347710203845054
1037,Giap: The General Who Defeated America in Vietnam,James A. Warren,0,Giap: The General Who Defeated America in Vietnam.jpg,6.530582140840124e-06
1038,"Dubious Battles: Aggression, Defeat, And The International System",John Arquilla,0,"Dubious Battles: Aggression, Defeat, And The International System.jpg",0.0067603979259729385
1039,Shed No Tears for the Defeated,William Hunt-Vincent,0,Shed No Tears for the Defeated.jpg,0.00016581823001615703
1040,Blackett's War,Stephen Budiansky,0,Blackett's War.jpg,0.9994056224822998
1041,Stalingrad,Jochen Hellbeck,0,Stalingrad.jpg,1.2841876468883129e-06
1042,Nobody Told Us We Are Defeated,Rory McCarthy,0,Nobody Told Us We Are Defeated.jpg,2.968487251564511e-06
1043,"Get Up, Stand Up",Bruce E. Levine,0,"Get Up, Stand Up.jpg",0.0028033864218741655
1044,Triumph in Defeat,Jessica Homan Clark,0,Triumph in Defeat.jpg,3.1516905437456444e-05
1045,The Culture of Defeat,Wolfgang Schivelbusch,0,The Culture of Defeat.jpg,0.0007209824398159981
1046,Red Army,Aaron Klein,0,Red Army.jpg,2.4991408054120257e-07
1047,"Satan, a Defeated Foe",Charles H. Spurgeon,0,"Satan, a Defeated Foe.jpg",7.528952210122952e-06
1048,Defeating Authoritarian Leaders in Postcommunist Countries,Valerie J. Bunce,0,Defeating Authoritarian Leaders in Postcommunist Countries.jpg,0.17003320157527924
1049,Custer and the Epic of Defeat,Bruce A. Rosenberg,0,Custer and the Epic of Defeat.jpg,9.00597001418646e-07
1050,"Death Defeated, Or the Psychic Secret of How to Keep Young (Classic Reprint)",James Martin Peebles,0,"Death Defeated, Or the Psychic Secret of How to Keep Young (Classic Reprint).jpg",0.00213276082649827
1051,Truman Defeats Dewey,Gary A. Donaldson,0,Truman Defeats Dewey.jpg,5.889156972649909e-16
1052,Victory in Defeat,Gregory Urwin,0,Victory in Defeat.jpg,1.5946076018735766e-05
1053,"The British Defeat of the French in Pennsylvania, 1758",Douglas R. Cubbison,0,"The British Defeat of the French in Pennsylvania, 1758.jpg",3.8097304866369086e-08
1054,1809: Thunder on the Danube,John H. Gill,0,1809: Thunder on the Danube.jpg,0.06064058840274811
1055,The Defeat of the Once-Deadly Disease: HIV AIDS,Catherine Elebo,0,The Defeat of the Once-Deadly Disease: HIV AIDS.jpg,0.00017579250561539084
1056,After Defeat,Ayse Zarakol,0,After Defeat.jpg,0.00023385160602629185
1057,Operation Barbarossa and Germany's Defeat in the East,David Stahel,0,Operation Barbarossa and Germany's Defeat in the East.jpg,0.996682345867157
1058,Defeating Japan,Charles F. Brower,0,Defeating Japan.jpg,0.011563463136553764
1059,Defeating Strongholds of the Mind,Rebecca Greenwood,0,Defeating Strongholds of the Mind.jpg,0.9297921657562256
1060,Dewey Defeats Truman,Thomas Mallon,0,Dewey Defeats Truman.jpg,1.2731773040286498e-06
1061,Napoleon's Defeat of the Habsburgs,John H. Gill,0,Napoleon's Defeat of the Habsburgs.jpg,0.006802783347666264
1062,Defeating Dictators,George B.N. Ayittey,0,Defeating Dictators.jpg,2.0926701836287975e-05
1063,Malaysia's Defeat of Armed Communism,Ong Weichong,0,Malaysia's Defeat of Armed Communism.jpg,7.530426228186116e-05
1064,Windy,Matthew Smith,0,Windy.jpg,0.0018897339468821883
1065,Windy Delivery,Adah Nuchi,0,Windy Delivery.jpg,7.934343670967792e-07
1066,Windy Hill,Geraldine Sylvester,0,Windy Hill.jpg,0.00011403360986150801
1067,Windy City Danger,Jerry B. Jenkins,0,Windy City Danger.jpg,8.68211941451591e-07
1068,What a Windy Day!,Cynthia Rider,0,What a Windy Day!.jpg,3.4664722079469357e-06
1069,It's Windy Today,Kristin Sterling,0,It's Windy Today.jpg,4.2854444473050535e-05
1070,Windy The Baby Elephant,Sabiha Rauf,0,Windy The Baby Elephant.jpg,0.006595310755074024
1071,Windy Stories,Marjorie H. Bennett,0,Windy Stories.jpg,8.715556759852916e-05
1072,It's Windy!,Kris Hirschmann,0,It's Windy!.jpg,2.6702089144237107e-06
1073,W is for Windy City,Steven L. Layne,0,W is for Windy City.jpg,6.61612648400478e-05
1074,Anne of Windy Poplars,Lucy Maud Montgomery,0,Anne of Windy Poplars.jpg,0.0010300325229763985
1075,Windy City,Scott Simon,0,Windy City.jpg,8.985783097159583e-06
1076,Windy Webley,K M Peyton,0,Windy Webley.jpg,0.18415704369544983
1077,Windy Hollows,Neo Edmund,0,Windy Hollows.jpg,0.0013150451704859734
1078,Windy City Woes,Schivon E Braswell,0,Windy City Woes.jpg,0.002617231570184231
1079,It Is Windy,Kelly Doudna,0,It Is Windy.jpg,0.00027416591183282435
1080,Windy City Queer,Kathie Bergquist,0,Windy City Queer.jpg,0.00036049983464181423
1081,"Windy City World Series I: 1906, White Sox–Cubs",Richard Chabowski,0,"Windy City World Series I: 1906, White Sox–Cubs.jpg",0.00014554426888935268
1082,Language Arts Test Preparation Level 3--Windy Nights,Jennifer Prior,0,Language Arts Test Preparation Level 3--Windy Nights.jpg,0.0007440214976668358
1083,The Spuds - The Windy Day,David J. Haydon,0,The Spuds - The Windy Day.jpg,0.0031442237086594105
1084,Windy City Blues,Sara Paretsky,0,Windy City Blues.jpg,0.041536472737789154
1085,Brown in the Windy City,Lilia Fernández,0,Brown in the Windy City.jpg,1.991029705550318e-07
1086,On That Windy Cold Night,Aline Gadson,0,On That Windy Cold Night.jpg,5.0944627218996175e-06
1087,Flora's Very Windy Day,Jeanne Birdsall,0,Flora's Very Windy Day.jpg,0.00022918570903129876
1088,Windy McPherson's Son (Unabridged),Sherwood Anderson,0,Windy McPherson's Son (Unabridged).jpg,2.819141956192494e-18
1089,Curious George Windy Delivery,H.A. Rey,0,Curious George Windy Delivery.jpg,7.692123062952305e-07
1090,For Windy Days,Paula R. Gray,0,For Windy Days.jpg,0.0014022765681147575
1091,Windy City Watchdog,Bob Wiedrich,0,Windy City Watchdog.jpg,2.6445055482327007e-05
1092,Rational Emotive Behaviour Therapy in a Nutshell,Michael Neenan,0,Rational Emotive Behaviour Therapy in a Nutshell.jpg,1.864269324869383e-05
1093,Cognitive Behavioural Counselling in Action,Peter Trower,0,Cognitive Behavioural Counselling in Action.jpg,0.0017495335778221488
1094,Johnston County Revisited,K. Todd Johnson,0,Johnston County Revisited.jpg,1.625125605642097e-06
1095,The Windy Hallowed Eve,Kaboos Andrea,0,The Windy Hallowed Eve.jpg,0.0003106626099906862
1096,Divergent,Veronica Roth,0,Divergent.jpg,0.016873611137270927
1097,Divergent 1,Veronica Roth,0,Divergent 1.jpg,4.301604050738206e-08
1098,Divergent - Trivia King!,G Whiz,0,Divergent - Trivia King!.jpg,0.5183425545692444
1099,Divergent Trilogy - 101 Amazingly True Facts You Didn't Know,G Whiz,0,Divergent Trilogy - 101 Amazingly True Facts You Didn't Know.jpg,0.0004300119180697948
1100,Divergent Trilogy - 101 Amazing Facts & True or False?,G Whiz,0,Divergent Trilogy - 101 Amazing Facts & True or False?.jpg,0.00010600264795357361
1101,Divergent Trilogy - True or False? G Whiz Quiz Game Book,G Whiz,0,Divergent Trilogy - True or False? G Whiz Quiz Game Book.jpg,0.0004606862785294652
1102,Divergent Quiz Book,Wayne Wheelwright,0,Divergent Quiz Book.jpg,8.505908200007184e-10
1103,Divergent Thinking,Leah Wilson,0,Divergent Thinking.jpg,0.06750725954771042
1104,Becoming Divergent,Joe Allan,0,Becoming Divergent.jpg,3.9919530536280945e-05
1105,The World of Divergent: The Path to Allegiant,Veronica Roth,0,The World of Divergent: The Path to Allegiant.jpg,9.046340892382432e-06
1106,The Divergent Channels - Jing Bie,David Twicken,0,The Divergent Channels - Jing Bie.jpg,0.015708841383457184
1107,The Divergent Companion,Lois H. Gresh,0,The Divergent Companion.jpg,2.7996333301416598e-05
1108,Divergent Social Worlds,Ruth D. Peterson,0,Divergent Social Worlds.jpg,4.675612217397429e-06
1109,Divergent Dreams,Tony Evans,0,Divergent Dreams.jpg,0.00014686278882436454
1110,Creativity and Divergent Thinking,John Baer,0,Creativity and Divergent Thinking.jpg,0.01614098623394966
1111,Ramanujan Summation of Divergent Series,Bernard Candelpergher,0,Ramanujan Summation of Divergent Series.jpg,2.26521819968184e-06
1112,Insurgent (Divergent),80% DISCOUNT ( Save up to 80%),0,Insurgent (Divergent).jpg,0.0002499170950613916
1113,Successes And Failures Of Health Policy In Europe: Four Decades Of Divergent Trends And Converging Challenges,"Mackenbach, Johan",0,Successes And Failures Of Health Policy In Europe: Four Decades Of Divergent Trends And Converging Challenges.jpg,0.004832459148019552
1114,"Divergent Series, Summability and Resurgence I",Claude Mitschi,0,"Divergent Series, Summability and Resurgence I.jpg",0.0032702344469726086
1115,Four: A Divergent Collection,Veronica Roth,0,Four: A Divergent Collection.jpg,4.68453890789533e-06
1116,Divergent Official Illustrated Movie Companion,Kate Egan,0,Divergent Official Illustrated Movie Companion.jpg,6.580665257160945e-08
1117,The Divergent Series Complete Collection,Veronica Roth,0,The Divergent Series Complete Collection.jpg,1.1876861663040472e-06
1118,Inside Divergent: The Initiate's World,Cecilia Bernard,0,Inside Divergent: The Initiate's World.jpg,2.0073717678315006e-05
1119,Why Nations Fail,Daron Acemoğlu,0,Why Nations Fail.jpg,1.0135222083818007e-07
1120,The Traitor: A Divergent Story,Veronica Roth,0,The Traitor: A Divergent Story.jpg,0.0016300114803016186
1121,The Divergent Series 2-Book Collection,Veronica Roth,0,The Divergent Series 2-Book Collection.jpg,5.190761839912739e-06
1122,"Divergent Series (Books 1-3) Plus Free Four, The Transfer and World of Divergent (Divergent)",Veronica Roth,0,"Divergent Series (Books 1-3) Plus Free Four, The Transfer and World of Divergent (Divergent).jpg",1.475960673125165e-11
1123,Insurgent Collector's Edition (Enhanced Edition),Veronica Roth,0,Insurgent Collector's Edition (Enhanced Edition).jpg,0.0002710798871703446
1124,Divided Kingdom,Rupert Thomson,0,Divided Kingdom.jpg,0.0003167710383422673
1125,Allegiant Movie Tie-in Edition,Veronica Roth,0,Allegiant Movie Tie-in Edition.jpg,0.00025521585484966636
1126,"Special edition: Insurgent (Divergent, Book 2)",Veronica Roth,0,"Special edition: Insurgent (Divergent, Book 2).jpg",0.0008551757782697678
1127,The Other Twin,L. V. Hay,0,The Other Twin.jpg,0.0036655119620263577
1128,Stale Bread,Steve Price,0,Stale Bread.jpg,0.0014206371270120144
1129,Stale Bread?,Richard Littledale,0,Stale Bread?.jpg,0.015070526860654354
1130,Stale Roses,Patricia Kreske,0,Stale Roses.jpg,0.0004798508598469198
1131,Crazy Janitors,Ruth Toby,0,Crazy Janitors.jpg,0.0008674281416460872
1132,Couchbase Essentials,John Zablocki,0,Couchbase Essentials.jpg,0.01265731267631054
1133,High Performance MySQL,Baron Schwartz,0,High Performance MySQL.jpg,0.00015906713088043034
1134,"Mobile Computing, Applications, and Services",Petros Zerfos,0,"Mobile Computing, Applications, and Services.jpg",5.6650718761375174e-05
1135,Weed management in direct-seeded rice systems,Bhagirath Singh Chauhan,0,Weed management in direct-seeded rice systems.jpg,5.686718999343976e-13
1136,"IP Routing on Cisco IOS, IOS XE, and IOS XR",Brad Edgeworth,0,"IP Routing on Cisco IOS, IOS XE, and IOS XR.jpg",6.580639677622457e-08
1137,"Fast, Fresh and Unbelievably Delicious",Matt Preston,0,"Fast, Fresh and Unbelievably Delicious.jpg",0.0008132812799885869
1138,Sneaky Book for Boys,Cy Tymony,0,Sneaky Book for Boys.jpg,1.409672563568165e-06
1139,Sneaky Uses for Everyday Things,Cy Tymony,0,Sneaky Uses for Everyday Things.jpg,2.5284471121267416e-05
1140,Sneaky Green Uses for Everyday Things,Cy Tymony,0,Sneaky Green Uses for Everyday Things.jpg,1.6494445844728034e-06
1141,"Bobo, Chen Odasye A   Bobo, the Sneaky Dog",Mireille B Lauture Ph D,0,"Bobo, Chen Odasye A   Bobo, the Sneaky Dog.jpg",4.934352546115406e-05
1142,The Sneaky Chef to the Rescue,Missy Chase Lapine,0,The Sneaky Chef to the Rescue.jpg,6.90172309987247e-05
1143,Super Sneaky Uses for Everyday Things,Cy Tymony,0,Super Sneaky Uses for Everyday Things.jpg,1.070882808562601e-05
1144,Sneaky Science Tricks,Cy Tymony,0,Sneaky Science Tricks.jpg,3.448304823905346e-06
1145,Sneaky Pie for President,Rita Mae Brown,0,Sneaky Pie for President.jpg,0.0004582456313073635
1146,Sneaky Scottie,Lois Lunsford,0,Sneaky Scottie.jpg,6.635934823862044e-08
1147,Sneaky Math: A Graphic Primer with Projects,Cy Tymony,0,Sneaky Math: A Graphic Primer with Projects.jpg,5.5006068578222767e-05
1148,Sneaky Piecing,Beth Ferrier,0,Sneaky Piecing.jpg,7.044573067105375e-06
1149,Sneaky Snake,Melissa Utz Taylor,0,Sneaky Snake.jpg,5.060797047917731e-05
1150,Sneaky Sam,Jennifer Denivo,0,Sneaky Sam.jpg,0.0004997767391614616
1151,Sneaky Spies,Charlotte Guillain,0,Sneaky Spies.jpg,1.3612262250717322e-07
1152,Sneaky Sasquatch,Michelle Harvey-Perez ,0,Sneaky Sasquatch.jpg,2.7318128559272736e-05
1153,Sneaky Sheep,Chris Monroe,0,Sneaky Sheep.jpg,0.0010659724939614534
1154,Sneaky Art,Marthe Jocelyn,0,Sneaky Art.jpg,0.0011694520944729447
1155,The Sneaky Red Sock,Ali Murdoch,0,The Sneaky Red Sock.jpg,4.5741609937977046e-05
1156,Keeker and the Sneaky Pony,Hadley Higginson,0,Keeker and the Sneaky Pony.jpg,0.02611243538558483
1157,The Sneaky Book for Girls,Cy Tymony,0,The Sneaky Book for Girls.jpg,3.0754854378756136e-05
1158,Will Shortz Presents Simply Sneaky Sudoku,Will Shortz,0,Will Shortz Presents Simply Sneaky Sudoku.jpg,1.1381807780708186e-06
1159,The Maximum Maxims Of Count Sneaky,Count Sneaky,0,The Maximum Maxims Of Count Sneaky.jpg,0.006089184433221817
1160,Sneaky Pie's Cookbook for Mystery Lovers,Rita Mae Brown,0,Sneaky Pie's Cookbook for Mystery Lovers.jpg,6.773867426090874e-06
1161,Tiberius Meets Sneaky Cat,Keith Harvey,0,Tiberius Meets Sneaky Cat.jpg,6.223037729569114e-08
1162,Sneaky Ass Women,Takesha Howard,0,Sneaky Ass Women.jpg,1.0
1163,THE SNEAKY GREED,M.R. Bamigbade,0,THE SNEAKY GREED.jpg,0.001077412161976099
1164,Case of the Sneaky Snowman,Carolyn Keene,0,Case of the Sneaky Snowman.jpg,1.3571546332968865e-05
1165,Junie B. Jones #4: Junie B. Jones and Some Sneaky Peeky Spying,Barbara Park,0,Junie B. Jones #4: Junie B. Jones and Some Sneaky Peeky Spying.jpg,0.0003107100201305002
1166,Fiercely and Friends: The Sneaky Snow Fox,Patricia Reilly Giff,0,Fiercely and Friends: The Sneaky Snow Fox.jpg,2.817162794599426e-06
1167,The New York Times Simply Sneaky Crosswords,Will Shortz,0,The New York Times Simply Sneaky Crosswords.jpg,7.134513868578551e-09
1168,Farmer Blake and Sneaky Snake,Susan Syddall,0,Farmer Blake and Sneaky Snake.jpg,1.3675621630682144e-06
1169,Judy Moody's Mini-Mysteries and Other Sneaky Stuff for Super-Sleuths,Megan McDonald,0,Judy Moody's Mini-Mysteries and Other Sneaky Stuff for Super-Sleuths.jpg,0.0003855641116388142
1170,Keeker and the Upside-Down Day,Hadley Higginson,0,Keeker and the Upside-Down Day.jpg,0.4345927834510803
1171,"No Way . . . Way!: Stinky, Sticky, Sneaky Stuff",Tracey West,0,"No Way . . . Way!: Stinky, Sticky, Sneaky Stuff.jpg",4.423958307597786e-05
1172,That's Sneaky!,Crispin Boyer,0,That's Sneaky!.jpg,0.9957090616226196
1173,A Sneaky Twitch of an Itch,John Thomas Dodds,0,A Sneaky Twitch of an Itch.jpg,0.0001351470418740064
1174,Trickiest!,Steve Jenkins,0,Trickiest!.jpg,4.729521970148198e-05
1175,Sneakiest Uses for Everyday Things,Cy Tymony,0,Sneakiest Uses for Everyday Things.jpg,0.0002772719890344888
1176,Forex Strategy : Sneaky Dirty Secrets and Weird Sleek Hidden But Profitable Tricks of the Pros to Easy Instant Forex Millionaire,Trader X,0,Forex Strategy : Sneaky Dirty Secrets and Weird Sleek Hidden But Profitable Tricks of the Pros to Easy Instant Forex Millionaire.jpg,1.1933145287912339e-05
1177,Sneaky Creatures,Sofia Tomov,0,Sneaky Creatures.jpg,2.3519152847484293e-08
1178,Sneaky Weasel,Hannah Shaw,0,Sneaky Weasel.jpg,5.631190092003635e-08
1179,Sneaky Snappy Mr Croc,Kate Thompson,0,Sneaky Snappy Mr Croc.jpg,0.00140677229501307
